T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,target,Cluster
-72,-75,-82,-84,-67,-74,-75,-61,-70,-80,-83,-77,-78,-80,-82,-61,-56,-47,A78,153
-69,-61,-66,-53,-51,-64,-81,-57,-73,-79,-66,-66,-61,-58,-72,-75,-64,-77,B37,0
-49,-57,-60,-70,-72,-62,-72,-82,-68,-44,-62,-63,-55,-69,-63,-67,-67,-75,A11,78
-55,-45,-57,-69,-69,-58,-73,-67,-65,-50,-64,-51,-59,-64,-65,-70,-64,-66,A16,148
-70,-75,-75,-68,-64,-58,-65,-64,-58,-70,-62,-70,-61,-72,-58,-60,-52,-59,A61,109
-53,-48,-42,-68,-61,-56,-67,-67,-61,-58,-59,-70,-63,-70,-71,-65,-66,-65,A23,161
-64,-69,-59,-65,-58,-57,-56,-63,-51,-81,-64,-71,-60,-59,-69,-65,-62,-45,B76,155
-74,-61,-64,-67,-63,-54,-60,-46,-54,-58,-66,-66,-65,-57,-65,-53,-65,-56,A64,23
-68,-67,-58,-61,-52,-55,-75,-68,-69,-74,-72,-71,-61,-65,-61,-72,-76,-71,B42,162
-68,-62,-56,-57,-60,-59,-67,-65,-73,-58,-53,-57,-58,-62,-61,-58,-64,-66,B20,80
-65,-69,-56,-54,-60,-62,-67,-71,-76,-54,-54,-68,-54,-70,-64,-69,-65,-79,A29,150
-53,-57,-66,-68,-72,-86,-73,-81,-78,-58,-60,-69,-66,-71,-72,-84,-86,-77,A9,-1
-76,-74,-69,-70,-59,-60,-59,-47,-53,-72,-66,-75,-71,-55,-61,-55,-45,-53,B67,94
-67,-72,-67,-71,-58,-45,-55,-66,-75,-65,-65,-64,-73,-52,-65,-48,-60,-63,A56,86
-74,-73,-81,-75,-71,-69,-69,-61,-55,-77,-86,-77,-79,-68,-72,-62,-55,-48,A78,146
-68,-71,-63,-65,-79,-87,-83,-83,-83,-72,-63,-69,-69,-77,-81,-77,-85,-95,B21,68
-71,-75,-71,-81,-67,-66,-57,-54,-61,-72,-83,-81,-75,-65,-73,-62,-70,-48,B70,169
-49,-56,-62,-72,-70,-63,-76,-80,-73,-44,-62,-64,-55,-75,-63,-72,-64,-69,A11,78
-71,-62,-67,-85,-71,-79,-82,-82,-81,-60,-68,-69,-83,-71,-74,-82,-86,-82,B1,129
-56,-50,-57,-50,-59,-62,-62,-69,-58,-61,-49,-57,-59,-56,-59,-58,-59,-64,B15,100
-56,-61,-64,-72,-68,-67,-77,-81,-72,-56,-56,-57,-61,-73,-66,-72,-83,-76,A14,50
-71,-56,-49,-56,-56,-74,-60,-71,-76,-64,-70,-69,-59,-59,-65,-68,-65,-67,B30,19
-73,-70,-64,-70,-64,-62,-61,-41,-55,-62,-69,-67,-63,-62,-56,-49,-49,-58,A67,71
-61,-47,-64,-63,-68,-71,-82,-79,-76,-58,-58,-74,-66,-68,-72,-95,-74,-74,B10,164
-53,-49,-42,-68,-64,-56,-68,-67,-61,-58,-59,-68,-63,-70,-72,-66,-66,-66,A23,161
-72,-70,-66,-70,-69,-67,-62,-56,-47,-80,-63,-76,-78,-62,-71,-59,-52,-45,B75,122
-59,-57,-62,-50,-70,-63,-74,-63,-60,-59,-54,-50,-60,-59,-64,-59,-66,-74,B24,72
-56,-65,-67,-76,-68,-64,-74,-76,-75,-56,-56,-56,-66,-72,-65,-66,-75,-71,A1,11
-73,-67,-64,-79,-63,-70,-55,-59,-55,-77,-85,-73,-76,-61,-54,-60,-56,-70,B53,185
-65,-57,-54,-45,-56,-60,-65,-79,-64,-67,-52,-53,-51,-67,-59,-61,-79,-68,A35,31
-63,-70,-64,-71,-77,-68,-95,-81,-75,-64,-68,-70,-80,-95,-74,-86,-83,-95,B5,37
-60,-72,-62,-70,-62,-67,-55,-48,-49,-69,-63,-66,-70,-59,-68,-44,-46,-54,B60,180
-77,-66,-69,-70,-69,-70,-57,-57,-59,-77,-85,-73,-68,-59,-68,-66,-55,-54,B69,144
-57,-64,-64,-79,-70,-68,-81,-78,-73,-59,-53,-55,-65,-70,-65,-69,-71,-69,A1,11
-64,-69,-64,-66,-66,-54,-61,-51,-44,-77,-63,-62,-66,-61,-58,-54,-48,-51,A71,44
-58,-57,-61,-50,-70,-54,-63,-82,-64,-51,-61,-50,-57,-61,-73,-66,-64,-79,A32,39
-66,-63,-67,-70,-69,-51,-47,-62,-71,-58,-63,-60,-52,-53,-47,-60,-62,-57,A55,89
-67,-62,-69,-70,-68,-53,-46,-64,-65,-58,-62,-60,-53,-53,-45,-58,-61,-58,A55,89
-52,-58,-49,-53,-72,-57,-66,-70,-67,-57,-56,-54,-61,-63,-65,-58,-84,-69,B12,136
-67,-57,-54,-43,-56,-61,-65,-84,-62,-68,-52,-53,-51,-66,-59,-61,-72,-70,A35,31
-79,-84,-65,-75,-65,-71,-64,-61,-64,-77,-83,-74,-74,-63,-74,-68,-50,-64,B62,151
-68,-61,-78,-77,-73,-77,-72,-82,-95,-72,-80,-77,-62,-69,-83,-95,-79,-79,B33,130
-65,-55,-59,-48,-56,-55,-58,-61,-56,-65,-65,-60,-47,-57,-71,-60,-72,-71,B31,17
-71,-74,-79,-69,-68,-55,-64,-63,-62,-72,-70,-68,-65,-57,-50,-54,-61,-60,A57,96
-62,-64,-55,-62,-73,-76,-78,-75,-75,-68,-69,-64,-73,-77,-73,-83,-75,-74,B22,92
-70,-84,-72,-69,-69,-63,-72,-55,-45,-76,-66,-65,-66,-60,-76,-63,-53,-40,B71,75
-65,-58,-67,-70,-57,-51,-54,-72,-71,-63,-60,-65,-62,-58,-54,-58,-58,-70,A52,112
-64,-71,-63,-68,-61,-57,-61,-54,-65,-69,-67,-65,-73,-65,-49,-45,-51,-50,A72,103
-83,-73,-83,-69,-64,-59,-71,-60,-52,-71,-67,-81,-65,-71,-58,-56,-52,-55,B13,127
-75,-76,-72,-69,-77,-71,-68,-54,-61,-79,-76,-75,-72,-61,-75,-74,-68,-61,B77,115
-75,-61,-60,-70,-71,-61,-75,-84,-78,-54,-55,-60,-60,-72,-69,-65,-80,-75,A25,24
-66,-69,-76,-63,-58,-64,-57,-64,-65,-64,-66,-69,-57,-56,-69,-53,-62,-56,A54,88
-61,-64,-56,-62,-72,-76,-81,-77,-77,-66,-68,-65,-71,-77,-75,-79,-76,-73,B22,92
-54,-37,-55,-66,-61,-62,-65,-70,-62,-52,-55,-53,-67,-67,-72,-61,-69,-73,A19,2
-61,-62,-53,-54,-68,-60,-76,-69,-74,-74,-64,-56,-49,-69,-63,-72,-79,-67,A30,160
-73,-76,-74,-69,-75,-71,-72,-54,-62,-78,-78,-75,-70,-62,-77,-77,-70,-62,B77,115
-59,-53,-62,-67,-77,-74,-75,-77,-83,-62,-55,-64,-70,-77,-75,-80,-95,-81,B18,25
-72,-61,-60,-64,-65,-64,-78,-80,-83,-60,-79,-60,-64,-83,-69,-72,-95,-73,A22,3
-61,-57,-59,-50,-69,-54,-63,-82,-63,-50,-61,-50,-57,-63,-70,-67,-63,-78,A32,39
-73,-75,-74,-69,-77,-71,-73,-54,-61,-78,-77,-75,-71,-61,-77,-77,-70,-62,B77,115
-69,-70,-71,-67,-80,-62,-64,-73,-64,-63,-63,-63,-68,-56,-53,-54,-61,-58,A58,45
-49,-57,-62,-72,-68,-63,-76,-82,-73,-44,-60,-63,-55,-74,-63,-72,-64,-70,A11,78
-82,-86,-66,-77,-68,-72,-56,-57,-53,-82,-79,-86,-66,-65,-64,-71,-60,-53,B66,142
-95,-52,-66,-95,-95,-68,-64,-95,-95,-95,-95,-95,-57,-95,-95,-66,-95,-95,B23,40
-77,-80,-73,-69,-68,-68,-68,-65,-60,-76,-76,-74,-84,-64,-61,-56,-66,-63,A66,26
-66,-62,-80,-71,-54,-47,-63,-64,-62,-57,-58,-56,-52,-39,-53,-58,-59,-61,A47,113
-73,-68,-79,-70,-67,-77,-58,-64,-63,-84,-80,-78,-70,-61,-66,-61,-68,-64,B58,134
-78,-68,-71,-78,-66,-60,-69,-62,-50,-75,-77,-70,-68,-71,-62,-57,-52,-56,A80,119
-57,-63,-70,-80,-71,-77,-84,-82,-83,-62,-68,-73,-81,-78,-76,-83,-86,-82,B1,200
-78,-63,-61,-61,-63,-52,-66,-66,-68,-62,-67,-63,-56,-67,-55,-62,-66,-70,A42,91
-64,-77,-63,-64,-59,-56,-68,-66,-81,-68,-68,-62,-63,-59,-50,-57,-56,-78,A46,34
-60,-47,-63,-63,-68,-71,-81,-80,-77,-57,-58,-73,-66,-68,-72,-95,-73,-73,B10,164
-51,-60,-70,-65,-77,-66,-71,-84,-82,-52,-59,-60,-80,-76,-74,-84,-72,-81,A9,46
-67,-65,-62,-59,-62,-48,-65,-65,-80,-61,-59,-74,-57,-53,-53,-55,-60,-64,A48,167
-69,-69,-72,-63,-67,-45,-56,-65,-70,-62,-83,-66,-52,-40,-45,-59,-58,-63,A51,101
-65,-56,-76,-72,-78,-70,-80,-80,-84,-68,-64,-83,-71,-82,-76,-76,-71,-76,B9,15
-81,-65,-65,-67,-55,-50,-78,-67,-71,-61,-64,-70,-55,-68,-64,-62,-71,-75,A33,107
-60,-64,-55,-62,-72,-77,-82,-76,-74,-66,-70,-65,-74,-80,-75,-83,-76,-72,B22,92
-66,-58,-57,-66,-66,-64,-75,-70,-69,-68,-65,-54,-68,-63,-69,-75,-74,-74,B26,190
-77,-68,-76,-68,-68,-63,-76,-63,-49,-73,-78,-79,-64,-68,-75,-56,-65,-53,A73,83
-74,-69,-64,-70,-64,-62,-60,-41,-56,-62,-69,-67,-62,-62,-57,-48,-49,-58,A67,71
-60,-61,-53,-54,-68,-60,-78,-69,-73,-69,-64,-56,-49,-67,-63,-72,-79,-67,A30,160
-62,-68,-64,-63,-69,-61,-50,-54,-48,-71,-76,-73,-67,-51,-63,-47,-51,-59,B59,63
-61,-60,-52,-52,-50,-65,-57,-78,-65,-76,-68,-77,-48,-57,-68,-95,-63,-64,B35,117
-85,-86,-66,-77,-68,-72,-56,-56,-53,-83,-78,-86,-67,-65,-64,-70,-59,-53,B66,142
-50,-58,-51,-54,-66,-57,-65,-72,-65,-56,-50,-53,-61,-64,-64,-61,-95,-70,B12,136
-72,-62,-62,-66,-63,-54,-59,-47,-54,-58,-64,-63,-64,-57,-65,-52,-66,-56,A64,23
-60,-64,-65,-69,-77,-65,-72,-80,-84,-50,-54,-59,-62,-67,-68,-75,-75,-75,A4,62
-65,-55,-58,-48,-55,-56,-58,-60,-56,-65,-65,-59,-48,-57,-73,-60,-73,-73,B31,17
-95,-53,-63,-95,-95,-68,-64,-95,-95,-95,-95,-95,-57,-95,-95,-65,-95,-95,B23,40
-63,-58,-65,-56,-49,-62,-81,-71,-70,-57,-50,-56,-50,-60,-63,-55,-65,-74,A39,197
-60,-68,-68,-69,-57,-60,-55,-54,-60,-57,-62,-74,-57,-61,-51,-46,-58,-53,A63,81
-68,-66,-73,-69,-53,-59,-52,-47,-56,-67,-67,-69,-63,-51,-75,-43,-65,-57,B56,177
-65,-62,-52,-65,-62,-77,-82,-77,-69,-67,-56,-63,-59,-72,-62,-63,-70,-80,A26,145
-75,-75,-71,-70,-59,-60,-60,-46,-53,-73,-66,-74,-72,-55,-62,-54,-45,-53,B67,94
-72,-79,-95,-72,-80,-72,-60,-55,-61,-71,-70,-80,-67,-78,-66,-60,-56,-64,A62,42
-64,-63,-77,-69,-57,-57,-53,-55,-66,-70,-70,-67,-63,-58,-51,-59,-65,-71,B45,35
-66,-57,-55,-65,-65,-64,-75,-69,-69,-67,-64,-54,-67,-63,-71,-73,-72,-71,B26,190
-70,-62,-59,-65,-72,-70,-64,-48,-54,-65,-65,-66,-65,-51,-62,-64,-63,-50,B68,154
-65,-62,-62,-59,-70,-51,-57,-52,-57,-65,-61,-65,-61,-57,-73,-50,-47,-64,A68,139
-65,-64,-67,-79,-78,-79,-80,-87,-76,-63,-67,-60,-67,-69,-86,-75,-75,-76,A2,105
-69,-65,-57,-57,-59,-59,-67,-64,-75,-58,-53,-57,-58,-62,-61,-60,-63,-66,B20,80
-51,-58,-50,-54,-68,-57,-66,-72,-65,-56,-52,-53,-61,-64,-64,-60,-82,-71,B12,136
-55,-45,-63,-55,-56,-54,-68,-64,-62,-50,-55,-60,-62,-62,-61,-62,-62,-64,B11,90
-71,-74,-70,-67,-83,-63,-64,-70,-66,-62,-64,-63,-63,-56,-47,-54,-61,-58,A58,45
-63,-78,-62,-59,-70,-56,-66,-71,-75,-63,-57,-56,-57,-74,-64,-62,-70,-75,A29,143
-60,-68,-71,-68,-57,-61,-55,-53,-61,-57,-64,-71,-57,-61,-51,-46,-57,-53,A63,81
-78,-74,-77,-69,-66,-58,-72,-61,-54,-70,-68,-95,-63,-69,-60,-55,-52,-55,B13,173
-61,-67,-53,-59,-66,-68,-76,-69,-66,-53,-63,-65,-70,-70,-75,-78,-80,-75,B14,7
-80,-62,-63,-66,-63,-54,-60,-47,-54,-59,-67,-67,-65,-57,-64,-52,-65,-57,A64,23
-86,-83,-71,-68,-73,-83,-69,-67,-39,-82,-85,-77,-72,-80,-64,-58,-55,-57,A70,13
-70,-70,-61,-63,-67,-54,-50,-61,-64,-64,-60,-65,-64,-58,-56,-49,-55,-62,A60,147
-82,-79,-68,-74,-73,-72,-57,-57,-54,-84,-81,-80,-68,-64,-64,-72,-59,-53,B66,142
-49,-50,-70,-64,-63,-68,-67,-73,-78,-58,-61,-73,-67,-77,-72,-74,-75,-81,B2,128
-72,-78,-95,-71,-82,-72,-60,-55,-61,-71,-70,-81,-66,-76,-66,-60,-56,-64,A62,42
-63,-71,-64,-95,-77,-68,-95,-80,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,B5,-1
-60,-68,-72,-68,-56,-60,-55,-53,-61,-57,-66,-72,-57,-61,-51,-47,-57,-53,A63,81
-79,-85,-65,-77,-65,-71,-63,-60,-63,-78,-87,-75,-73,-63,-74,-67,-50,-64,B62,151
-61,-59,-56,-55,-49,-62,-72,-63,-66,-68,-63,-61,-57,-60,-64,-65,-66,-68,B29,65
-71,-56,-49,-56,-56,-74,-61,-71,-75,-64,-71,-69,-60,-58,-65,-68,-65,-67,B30,19
-75,-70,-65,-72,-64,-61,-61,-41,-56,-62,-69,-67,-63,-62,-56,-50,-49,-58,A67,71
-70,-82,-70,-70,-72,-64,-77,-55,-45,-75,-67,-65,-67,-60,-76,-65,-51,-40,B71,75
-67,-62,-69,-70,-69,-52,-47,-61,-67,-58,-62,-59,-53,-53,-45,-59,-61,-59,A55,89
-66,-84,-56,-62,-54,-60,-69,-71,-68,-68,-65,-65,-56,-65,-67,-73,-82,-74,B38,53
-57,-62,-62,-72,-75,-76,-77,-80,-78,-60,-62,-68,-80,-70,-69,-72,-74,-76,A5,76
-72,-62,-59,-64,-65,-65,-78,-82,-83,-60,-79,-61,-65,-83,-69,-72,-95,-74,A22,3
-95,-58,-61,-59,-61,-95,-95,-95,-62,-63,-65,-68,-95,-51,-95,-95,-95,-66,B48,191
-57,-56,-77,-78,-72,-73,-75,-76,-80,-49,-55,-58,-67,-79,-74,-83,-73,-78,A10,54
-55,-47,-54,-65,-67,-64,-63,-72,-65,-43,-53,-58,-57,-65,-61,-71,-65,-65,A20,133
-62,-58,-61,-59,-61,-70,-51,-55,-61,-62,-65,-68,-73,-48,-57,-53,-61,-65,B48,179
-81,-87,-66,-76,-69,-71,-56,-56,-53,-82,-78,-82,-67,-65,-66,-70,-59,-53,B66,142
-62,-60,-56,-55,-52,-66,-53,-57,-65,-66,-62,-65,-54,-47,-63,-62,-60,-63,B40,21
-74,-86,-72,-67,-74,-63,-63,-74,-77,-74,-78,-70,-77,-61,-55,-60,-58,-67,A50,29
-77,-67,-78,-67,-67,-61,-80,-64,-48,-75,-75,-76,-65,-70,-73,-57,-64,-52,A73,83
-49,-56,-61,-69,-70,-63,-75,-84,-76,-43,-62,-62,-56,-78,-63,-76,-66,-69,A11,78
-76,-70,-72,-69,-70,-56,-63,-63,-63,-72,-72,-68,-65,-58,-50,-55,-58,-60,A57,96
-65,-61,-56,-45,-53,-60,-69,-55,-66,-59,-72,-62,-59,-74,-57,-55,-67,-58,B32,104
-64,-73,-60,-54,-63,-53,-80,-70,-67,-57,-71,-57,-57,-72,-60,-65,-70,-62,A36,36
-70,-80,-59,-63,-49,-48,-65,-66,-65,-61,-76,-63,-55,-55,-57,-57,-63,-64,A39,168
-74,-69,-76,-75,-61,-73,-63,-57,-51,-83,-77,-80,-74,-63,-66,-58,-66,-63,B78,184
-61,-63,-57,-63,-76,-74,-79,-76,-76,-67,-68,-66,-72,-79,-74,-81,-76,-73,B22,92
-64,-62,-95,-58,-68,-50,-59,-52,-56,-69,-63,-62,-61,-57,-65,-49,-48,-65,A68,174
-68,-52,-56,-52,-57,-68,-62,-61,-67,-65,-62,-62,-54,-63,-60,-68,-67,-76,B25,82
-66,-64,-69,-62,-59,-62,-53,-58,-63,-81,-73,-85,-67,-62,-56,-60,-67,-65,B45,106
-62,-67,-72,-59,-56,-52,-67,-77,-71,-58,-56,-63,-56,-74,-62,-67,-76,-75,A33,204
-63,-68,-60,-54,-62,-53,-77,-67,-76,-57,-70,-56,-58,-73,-60,-65,-70,-63,A36,36
-66,-61,-61,-57,-62,-53,-60,-61,-62,-68,-74,-71,-65,-54,-73,-78,-67,-68,B41,58
-66,-59,-56,-67,-62,-54,-52,-56,-55,-66,-63,-66,-60,-45,-46,-50,-51,-56,B47,114
-55,-58,-59,-72,-68,-64,-66,-68,-72,-51,-52,-64,-65,-64,-69,-72,-72,-66,A12,57
-83,-82,-70,-69,-70,-85,-68,-65,-39,-82,-81,-76,-77,-77,-65,-57,-54,-57,A70,13
-66,-58,-56,-69,-63,-55,-49,-56,-54,-66,-63,-67,-59,-45,-46,-50,-50,-57,B47,114
-63,-70,-60,-66,-57,-57,-58,-62,-51,-83,-64,-72,-59,-58,-72,-69,-60,-45,B76,155
-68,-66,-56,-48,-68,-73,-65,-69,-65,-67,-50,-56,-53,-68,-61,-62,-81,-67,A39,216
-63,-70,-61,-60,-68,-56,-66,-71,-75,-63,-56,-57,-56,-75,-64,-59,-70,-78,A29,143
-82,-75,-59,-61,-53,-46,-65,-65,-65,-62,-72,-62,-61,-56,-53,-57,-65,-64,A39,168
-69,-80,-71,-69,-72,-64,-74,-55,-45,-75,-67,-65,-67,-60,-76,-64,-53,-40,B71,75
-66,-65,-68,-68,-59,-52,-73,-79,-80,-56,-60,-62,-57,-71,-63,-64,-74,-74,A29,221
-95,-52,-67,-95,-95,-69,-64,-95,-95,-95,-95,-95,-57,-95,-95,-65,-95,-95,B23,40
-52,-63,-51,-61,-61,-71,-59,-66,-60,-63,-52,-62,-54,-64,-65,-59,-62,-60,B16,79
-55,-55,-73,-76,-72,-75,-78,-80,-86,-50,-55,-58,-66,-81,-81,-84,-71,-95,A10,181
-72,-81,-68,-69,-71,-76,-66,-62,-63,-83,-76,-81,-70,-64,-69,-63,-65,-46,A79,38
-66,-57,-55,-65,-65,-64,-75,-69,-69,-67,-64,-54,-67,-63,-71,-73,-72,-72,B26,190
-61,-54,-61,-53,-53,-60,-59,-62,-56,-60,-44,-49,-64,-56,-70,-70,-68,-66,B19,149
-68,-76,-76,-71,-65,-59,-66,-63,-61,-69,-65,-72,-61,-71,-60,-59,-52,-58,B17,109
-80,-69,-65,-70,-64,-61,-58,-59,-60,-73,-78,-72,-73,-73,-57,-56,-55,-54,A65,236
-58,-56,-76,-76,-73,-76,-75,-77,-80,-49,-56,-58,-66,-81,-75,-95,-73,-77,A3,54
-57,-45,-60,-56,-57,-54,-68,-64,-62,-48,-55,-62,-61,-60,-61,-63,-62,-64,B11,90
-68,-65,-68,-66,-64,-71,-69,-59,-57,-77,-70,-69,-70,-65,-71,-57,-65,-57,B57,14
-69,-65,-57,-56,-59,-59,-67,-64,-74,-58,-53,-58,-58,-61,-61,-58,-64,-66,B20,80
-70,-79,-66,-65,-38,-55,-66,-66,-78,-64,-64,-65,-55,-60,-54,-64,-66,-70,A38,163
-65,-67,-62,-63,-62,-63,-53,-61,-57,-66,-69,-65,-67,-56,-56,-48,-63,-60,B52,125
-76,-66,-64,-68,-68,-58,-83,-72,-72,-74,-82,-80,-88,-60,-54,-73,-74,-72,B46,98
-63,-72,-62,-70,-62,-67,-55,-48,-50,-68,-63,-65,-69,-59,-68,-45,-45,-54,B60,180
-65,-68,-61,-65,-59,-63,-57,-59,-55,-65,-69,-64,-66,-54,-59,-47,-63,-58,B52,125
-76,-68,-65,-66,-63,-80,-85,-67,-61,-84,-77,-77,-80,-61,-68,-64,-67,-69,B54,121
-76,-72,-83,-75,-74,-70,-67,-61,-56,-79,-82,-78,-80,-68,-72,-62,-55,-48,A78,146
-58,-55,-66,-69,-66,-71,-67,-78,-68,-47,-60,-68,-79,-81,-69,-72,-72,-74,B3,116
-64,-68,-67,-63,-67,-62,-50,-53,-48,-71,-84,-69,-69,-51,-63,-48,-51,-59,B59,63
-47,-59,-58,-71,-68,-82,-70,-82,-84,-61,-57,-65,-79,-72,-70,-67,-84,-95,B4,55
-68,-66,-58,-61,-51,-55,-76,-68,-68,-74,-71,-70,-61,-65,-61,-73,-77,-72,B42,162
-48,-53,-66,-55,-60,-56,-64,-67,-56,-43,-56,-62,-71,-57,-64,-65,-80,-65,B7,132
-70,-78,-66,-65,-38,-54,-66,-66,-77,-63,-64,-65,-54,-60,-55,-64,-65,-70,A38,163
-63,-65,-62,-57,-56,-53,-67,-77,-84,-68,-61,-55,-49,-71,-56,-68,-78,-63,A37,99
-59,-57,-62,-50,-68,-63,-73,-63,-60,-58,-54,-50,-60,-59,-63,-59,-66,-73,B24,72
-53,-57,-64,-64,-64,-76,-66,-68,-71,-61,-54,-71,-57,-67,-65,-95,-67,-68,A8,97
-79,-68,-71,-75,-66,-60,-69,-62,-49,-75,-79,-72,-67,-71,-62,-57,-53,-56,A80,119
-71,-69,-61,-63,-67,-54,-50,-60,-63,-64,-62,-67,-61,-57,-56,-52,-55,-63,A60,147
-79,-74,-79,-69,-64,-58,-72,-61,-54,-70,-69,-95,-63,-68,-59,-55,-52,-55,B13,173
-73,-64,-69,-63,-65,-56,-56,-47,-53,-63,-65,-66,-61,-58,-59,-76,-56,-50,B64,10
-74,-74,-61,-75,-64,-71,-63,-50,-50,-83,-84,-66,-71,-55,-65,-53,-50,-57,B63,59
-61,-65,-53,-59,-67,-68,-77,-70,-67,-53,-64,-64,-70,-69,-78,-78,-80,-75,B14,7
-72,-72,-76,-66,-68,-64,-59,-50,-47,-81,-72,-70,-64,-62,-66,-46,-55,-66,B55,158
-68,-59,-66,-56,-57,-53,-77,-67,-82,-53,-69,-61,-53,-61,-65,-63,-66,-75,A33,33
-57,-50,-53,-66,-66,-63,-95,-66,-69,-47,-52,-56,-59,-64,-66,-64,-63,-68,A24,196
-60,-53,-67,-58,-53,-59,-59,-62,-56,-61,-44,-45,-60,-57,-73,-71,-68,-66,B19,149
-63,-61,-75,-58,-70,-50,-58,-52,-56,-68,-61,-62,-64,-57,-71,-49,-47,-65,A68,139
-79,-71,-61,-67,-70,-61,-67,-73,-80,-62,-67,-72,-68,-72,-68,-61,-63,-68,A34,131
-67,-66,-63,-60,-62,-48,-64,-65,-82,-61,-58,-76,-57,-53,-53,-55,-59,-65,A48,167
-54,-57,-71,-76,-73,-71,-76,-76,-78,-49,-56,-58,-67,-74,-75,-75,-73,-79,A10,54
-78,-73,-62,-63,-65,-64,-56,-61,-56,-77,-72,-73,-66,-62,-51,-55,-61,-61,B49,61
-70,-61,-66,-53,-51,-64,-78,-58,-77,-78,-66,-66,-61,-59,-73,-75,-63,-78,B37,0
-81,-69,-60,-79,-63,-75,-63,-48,-50,-80,-83,-63,-80,-55,-64,-54,-50,-57,B63,59
-64,-78,-63,-67,-67,-56,-66,-69,-73,-84,-64,-62,-55,-58,-50,-52,-62,-60,A53,43
-61,-59,-54,-63,-78,-65,-80,-71,-79,-53,-50,-59,-61,-67,-61,-64,-71,-72,A25,208
-78,-82,-66,-66,-67,-82,-62,-65,-66,-77,-78,-75,-85,-76,-76,-74,-60,-61,B74,-1
-67,-85,-71,-62,-62,-63,-62,-75,-60,-95,-84,-74,-68,-66,-43,-57,-74,-68,B50,16
-61,-70,-77,-73,-73,-69,-84,-75,-80,-64,-63,-62,-72,-84,-81,-80,-70,-82,A13,108
-70,-69,-62,-63,-67,-56,-50,-61,-63,-64,-61,-67,-61,-57,-56,-53,-55,-64,A60,147
-68,-61,-55,-57,-61,-59,-69,-66,-72,-57,-55,-56,-58,-61,-61,-59,-64,-65,B20,80
-56,-46,-59,-68,-67,-58,-72,-66,-66,-48,-61,-51,-60,-64,-66,-69,-64,-67,A16,148
-75,-74,-63,-75,-61,-55,-61,-67,-69,-75,-67,-62,-64,-61,-49,-55,-71,-71,A45,198
-95,-95,-95,-95,-95,-57,-95,-95,-95,-95,-95,-95,-73,-95,-95,-95,-95,-95,A72,-1
-61,-59,-50,-45,-61,-55,-72,-58,-62,-66,-68,-45,-60,-66,-59,-59,-62,-62,B28,69
-51,-59,-68,-64,-74,-65,-69,-85,-76,-52,-60,-58,-76,-72,-73,-83,-73,-84,A9,46
-69,-75,-75,-71,-66,-59,-67,-63,-61,-68,-65,-70,-61,-71,-60,-59,-52,-58,B17,109
-66,-69,-78,-63,-59,-64,-56,-64,-65,-63,-66,-69,-57,-56,-69,-53,-63,-54,A54,88
-62,-63,-57,-56,-50,-65,-54,-59,-64,-81,-61,-64,-55,-48,-61,-63,-59,-66,B40,21
-53,-63,-53,-63,-61,-71,-60,-66,-60,-63,-53,-67,-56,-65,-67,-59,-62,-61,B16,79
-83,-79,-68,-83,-65,-71,-56,-57,-54,-78,-80,-95,-68,-63,-64,-73,-59,-53,B66,192
-63,-71,-63,-71,-62,-56,-62,-53,-48,-55,-67,-81,-58,-56,-59,-51,-53,-53,A75,5
-67,-58,-56,-65,-65,-64,-75,-69,-69,-66,-64,-54,-68,-63,-70,-75,-72,-72,B26,190
-59,-60,-63,-72,-65,-66,-78,-76,-76,-57,-53,-57,-65,-68,-77,-80,-84,-81,A17,93
-65,-69,-56,-53,-60,-63,-67,-70,-75,-54,-54,-68,-54,-70,-64,-69,-65,-79,A29,150
-71,-70,-69,-74,-61,-72,-58,-54,-54,-95,-75,-79,-75,-54,-63,-61,-77,-58,B73,28
-50,-45,-54,-52,-58,-62,-75,-70,-62,-53,-46,-58,-65,-62,-75,-59,-67,-68,B8,48
-61,-73,-52,-71,-65,-75,-70,-84,-69,-52,-53,-69,-71,-72,-67,-64,-74,-72,A25,-1
-79,-73,-67,-78,-69,-68,-61,-50,-55,-79,-73,-80,-68,-64,-68,-58,-58,-55,B80,8
-78,-60,-55,-65,-53,-62,-64,-59,-62,-62,-59,-68,-55,-57,-49,-53,-62,-62,A44,84
-43,-62,-66,-69,-71,-72,-77,-81,-78,-58,-60,-60,-69,-70,-72,-70,-77,-74,A7,41
-56,-61,-65,-72,-72,-67,-76,-82,-72,-55,-56,-57,-61,-72,-68,-73,-82,-78,A14,50
-69,-57,-61,-63,-58,-65,-62,-61,-72,-70,-65,-66,-55,-62,-65,-68,-71,-63,B25,-1
-53,-37,-55,-66,-62,-62,-66,-71,-61,-52,-56,-53,-66,-68,-72,-59,-67,-78,A19,2
-61,-60,-52,-51,-49,-67,-57,-75,-65,-79,-68,-72,-47,-59,-70,-82,-63,-63,B35,117
-54,-59,-59,-73,-68,-64,-66,-68,-72,-52,-52,-63,-65,-64,-69,-71,-73,-66,A12,57
-70,-66,-74,-69,-53,-61,-52,-47,-56,-66,-68,-69,-63,-52,-72,-43,-67,-57,B56,177
-83,-73,-67,-79,-69,-69,-62,-49,-56,-82,-72,-82,-68,-65,-66,-59,-56,-55,B80,8
